design_index,preset,is_control,design_seed,spine_scale,design_notes,params
10,asaphida,0,7,0.6523,"widthThoraxRear: 1.0973668723424896 clamped to [0.3, 1.0]","{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.250736853682138, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.7904606906423581, ""pleuralSlope"": 0.74, ""pygFrac"": 0.3213327913817433, ""pygMarginal"": 0, ""pygMarginalLen"": 0.32617467139590234, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 14.409570651560001, ""ringArch"": 0.22, ""segCount"": 7, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 1.0}"
11,asaphida,0,7,0.299,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.32557719115970807, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.525815800024702, ""pleuralSlope"": 0.74, ""pygFrac"": 0.2678999861462502, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1495017066082761, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 20.311701239605263, ""ringArch"": 0.22, ""segCount"": 9, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.9303697746272164}"
12,asaphida,0,7,0.4986,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.21942533214554663, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.46927182367172865, ""pleuralSlope"": 0.74, ""pygFrac"": 0.24015153151696886, ""pygMarginal"": 0, ""pygMarginalLen"": 0.24930703186959968, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 12.67391491634078, ""ringArch"": 0.22, ""segCount"": 7, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6377248566769265}"
13,asaphida,0,7,0.8075,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3183432662548885, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.6262763280004658, ""pleuralSlope"": 0.74, ""pygFrac"": 0.3736093039456977, ""pygMarginal"": 0, ""pygMarginalLen"": 0.4037493272708317, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 11.837918875248079, ""ringArch"": 0.22, ""segCount"": 10, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.5066145167369059}"
14,asaphida,0,7,0.1803,"pygMarginalLen: 0.09012664169404283 clamped to [0.1, 1.5]","{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.36782110176790367, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.22665603327676342, ""pleuralSlope"": 0.74, ""pygFrac"": 0.23142088854091922, ""pygMarginal"": 0, ""pygMarginalLen"": 0.1, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 20.637503252128386, ""ringArch"": 0.22, ""segCount"": 8, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.6718620447743496}"
15,asaphida,0,7,1.3998,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.26914039382699156, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.6889323864871993, ""pleuralSlope"": 0.74, ""pygFrac"": 0.3550007597170601, ""pygMarginal"": 0, ""pygMarginalLen"": 0.6999225032869805, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 22.965294633850988, ""ringArch"": 0.22, ""segCount"": 11, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.9762329401770814}"
16,asaphida,0,7,1.2428,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3628430323072057, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.33239355374588925, ""pleuralSlope"": 0.74, ""pygFrac"": 0.2995588818948133, ""pygMarginal"": 0, ""pygMarginalLen"": 0.621384455143585, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 17.98837034199114, ""ringArch"": 0.22, ""segCount"": 6, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.7240563244217816}"
17,asaphida,0,7,1.0566,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.2890425806134997, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.1, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.41818844854929127, ""pleuralSlope"": 0.74, ""pygFrac"": 0.33409926005489105, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5283024547405981, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 17.016104314444963, ""ringArch"": 0.22, ""segCount"": 5, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.8170326555980272}"
18,asaphida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.0, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.3, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 8, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.8}"
19,asaphida,1,7,,,"{""axialSpine"": 0.0, ""axisFrac"": 0.28, ""axisRise"": 0.0, ""axisSigma"": 0.55, ""barrelR"": 2.6, ""bladeCamber"": 0.14, ""bladeChord"": 1.05, ""borderWidth"": 0.1, ""boreDia"": 1.95, ""cephFrac"": 0.3, ""cephParallel"": 0.05, ""clearance"": 0.3, ""effacement"": 0.8, ""eyeArc"": 160.0, ""eyeHeight"": 1.0, ""eyeLat"": 0.5, ""eyePos"": 0.55, ""eyeProfile"": 4.0, ""eyeShade"": 0.0, ""eyeSize"": 0.45, ""eyeSlope"": 45.0, ""eyeSolid"": 1, ""fulcrum"": 0.55, ""furrowDepth"": 0.5, ""genalCurve"": 10.0, ""genalPath"": ""s**2"", ""genalSpine"": 0.0, ""genalSweep"": 0.3, ""genalTaper"": 2.0, ""genalWidth"": 0.12, ""genalWidthMM"": 0.0, ""glabFront"": 2.5, ""glabInflate"": 1.25, ""glabLobes"": 3, ""glabRise"": 0.06, ""headDomeExp"": 2.2, ""headDomeFill"": 0.82, ""headOutlineExp"": 2.15, ""headProngCenter"": 1.0, ""headProngCurl"": 0.0, ""headProngLen"": 0.6, ""headProngSplay"": 30.0, ""headProngStem"": 0.0, ""headProngWidth"": 0.45, ""headProngs"": 0, ""headRearArc"": 0.0, ""headRearExp"": 2.2, ""headRelief"": 1.0, ""headWall"": 1.0, ""length"": 161.0, ""lensD"": 0.05, ""lensGap"": 0.0, ""lensRise"": 0.3, ""macroAmp"": 0.8, ""macroIndex"": -1, ""marginHeight"": 0.14, ""maxAngle"": 18.0, ""nKnuckles"": 3, ""occipitalSpine"": 0.0, ""overlap"": 0.45, ""pleuralSlope"": 0.74, ""pygFrac"": 0.3, ""pygMarginal"": 0, ""pygMarginalLen"": 0.5, ""pygRings"": 3, ""pygSpine"": 0.0, ""pygSplay"": 14.0, ""pygWidth"": 1.0, ""relief"": 17.1, ""ringArch"": 0.22, ""segCount"": 8, ""spineBase"": 0.0, ""spineGrad"": 0.0, ""spineSweep"": 45.0, ""tailDomeExp"": 2.0, ""tailProngCenter"": 1.0, ""tailProngCurl"": 0.0, ""tailProngLen"": 0.5, ""tailProngSplay"": 30.0, ""tailProngStem"": 0.0, ""tailProngWidth"": 0.45, ""tailProngs"": 0, ""tailRelief"": 1.0, ""tailWall"": 1.0, ""tent"": 1.0, ""termSpine"": 0.0, ""tipSweep"": 0.75, ""tipTaper"": 0.5, ""wall"": 2.0, ""width"": 69.5, ""widthHeadFront"": 0.75, ""widthMaxPos"": 0.2, ""widthTail"": 0.75, ""widthThoraxFront"": 0.93, ""widthThoraxRear"": 0.8}"
